T,α,τ,benefit_risk_heuristic,biggest_difference_heuristic,h,highest_prob_heuristic,least_difference_heuristic,neutral_heuristic,optimal
6,0.2,1,0.227253557429192,3.2207185441809,-0.4,5.88767691432052,5.88767691432052,0.269707677599326,0.223326242014106
6,0.3,1,0.157642735009046,2.19014977657493,-0.4,5.54890063326833,5.54890063326833,0.272293554753438,0.157636155941875
6,0.1,0.2,0.853875133008061,1.19752281411061,-0.2,0.369618169393775,0.369618169393775,0.368688157629729,0.368688157629729
6,0.2,0.2,0.70106523030764,0.952393171835333,-0.2,0.367459365931868,0.367459365931868,0.366277565576931,0.365018917168098
6,0.3,0.2,0.581365088253277,0.756574860328978,-0.2,0.36667188615974,0.36667188615974,0.365318086008311,0.353767396856737
6,0.1,0.4,0.464625737665384,2.04940397266541,-0.2,0.352433937739929,0.352433937739929,0.349560141755149,0.349560141755149
6,0.2,0.4,0.536155827550749,1.51776964831345,-0.2,0.341472281232624,0.341472281232624,0.337820401019176,0.333944652449531
6,0.3,0.4,0.450112452664979,1.11654855855762,-0.2,0.334534257405563,0.334534257405563,0.330350846429405,0.308181111803859
6,0.1,0.6,0.351042700354439,2.90386257369191,-0.2,0.328650891899591,0.328650891899591,0.324340196534211,0.324340196534211
6,0.2,0.6,0.308800739234747,2.09501312994434,-0.2,0.312208402179667,0.312208402179667,0.306730580062194,0.300916954027956
6,0.3,0.6,0.332883523570387,1.48558629038312,-0.2,0.301801363369262,0.301801363369262,0.295526244835611,0.262199816795541
6,0.1,0.8,0.299120240575219,3.77835129033502,-0.2,0.304867836247183,0.304867836247183,0.299120240575219,0.299120240575219
6,0.2,0.8,0.278332699847512,2.68550325362468,-0.2,0.282944510006863,0.282944510006863,0.27564074478646,0.267889239165573
6,0.3,0.8,0.21952022966164,1.86277066364252,-0.2,0.269068454165468,0.269068454165468,0.260701626693869,0.216167101930755
6,0.1,1,0.273900273837897,4.68778105360563,-0.2,0.281084770745916,0.281084770745916,0.273900273837897,0.273900273837897
6,0.2,1,0.244550834673878,3.29848838905052,-0.2,0.253680604664983,0.253680604664983,0.244550895138196,0.234861507791429
6,0.3,1,0.174392791648298,2.2536264956512,-0.2,0.236335529737261,0.236335529737261,0.225876991941994,0.170076165988814
6,0.1,0.2,0.576387715151347,0.933204746536887,0,0.044854885285735,0.044854885285735,0.043945287891066,0.043945287891066
6,0.2,0.2,0.438189530489897,0.697359551719397,0,0.037859412911041,0.037859412911041,0.03675287817762,0.036170417234374
6,0.3,0.2,0.32476658077332,0.504288443294378,0,0.031981842529423,0.031981842529423,0.030784894150792,0.026150343925669
6,0.1,0.4,0.105977047890417,1.87926911624844,0,0.108787814934892,0.108787814934892,0.105977047890417,0.105977047890417
6,0.2,0.4,0.090010112926152,1.34078989232061,0,0.0934294826674,0.0934294826674,0.090010112926152,0.088210190976982
6,0.3,0.4,0.070897832483719,0.928641767373673,0,0.080789335049885,0.080789335049885,0.077090553008883,0.062779260012214
6,0.1,0.6,0.15896608567488,2.83132202141098,0,0.163182237202876,0.163182237202876,0.15896608567488,0.15896608567488
6,0.2,0.6,0.135015598975794,2.01919737111735,0,0.140144654219331,0.140144654219331,0.135015598975794,0.132315706918435
6,0.3,0.6,0.106347076543743,1.39802365962291,0,0.121184362511579,0.121184362511579,0.115636189072219,0.094169212368873
6,0.1,0.8,0.211955466640296,3.79149818386624,0,0.217577003293832,0.217577003293832,0.211955466640296,0.211955466640296
6,0.2,0.8,0.180021371936034,2.70343510420608,0,0.186860113103732,0.186860113103732,0.180021371936034,0.17642150367037
6,0.3,0.8,0.141796539545683,1.87146470406981,0,0.161579630366422,0.161579630366422,0.154182065276343,0.125559380042214
6,0.1,1,0.264945195197412,4.7636590904949,0,0.271972117626759,0.271972117626759,0.264945195197412,0.264945195197412
6,0.2,1,0.225027435494402,3.39583835253519,0,0.233575863013558,0.233575863013558,0.225027435494402,0.220527584841914
6,0.3,1,0.177246224303498,2.35034042237827,0,0.201975141704078,0.201975141704078,0.192728184707675,0.156949765820823
6,0.1,0.2,0.674689308481685,1.09192075042237,0.2,0.422488385009757,0.422488385009757,0.359962049311263,0.359962049311263
6,0.2,0.2,0.591105459065618,0.860827898880545,0.2,0.411688489771613,0.411688489771613,0.350232040534317,0.349662109306856
6,0.3,0.2,0.525302560061195,0.679777763632711,0.2,0.402420164791784,0.402420164791784,0.343070447109796,0.340012493361126
6,0.1,0.4,0.534278751436549,1.94965237230556,0.2,0.406663091024688,0.406663091024688,0.342966402817086,0.342966402817086
6,0.2,0.4,0.481529044592182,1.43700272616918,0.2,0.381107240347193,0.381107240347193,0.324464106853931,0.322702229709626
6,0.3,0.4,0.409475887521712,1.02338041338452,0.2,0.360075058508208,0.360075058508208,0.309153581647274,0.29970648481549
6,0.1,0.6,0.314442079774695,2.74469780000066,0.2,0.409994630388989,0.409994630388989,0.314441021713483,0.314441021713483
6,0.2,0.6,0.286727875878237,1.96979207295184,0.2,0.371660843929856,0.371660843929856,0.286683487776466,0.284040325100591
6,0.3,0.6,0.386256714791531,1.34476101978937,0.2,0.340112562830166,0.340112562830166,0.263714104155355,0.249542243103581
6,0.1,0.8,0.285911462637226,3.55109210872636,0.2,0.413326165652477,0.413326165652477,0.285909556031829,0.285909556031829
6,0.2,0.8,0.248895884253666,2.51046398493102,0.2,0.362214436446186,0.362214436446186,0.248894084046152,0.24536940662573
6,0.3,0.8,0.206242943750999,1.67129508709995,0.2,0.32015005052211,0.32015005052211,0.21826347946,0.199366050957082
6,0.1,1,0.257371673392674,4.3770650978112,0.2,0.416657696800132,0.416657696800132,0.257371673392674,0.257371673392674
6,0.2,1,0.211098168004116,3.06483130504699,0.2,0.352768017855646,0.352768017855646,0.211095313424863,0.206688870963903
6,0.3,1,0.157773577439825,2.00694322634808,0.2,0.300187521523124,0.300187521523124,0.172800900553463,0.149177027461656
6,0.1,0.2,1.57971438741953,2.02180446042325,0.4,1.41666978951157,1.41666978951157,1.31786897741563,1.31786897741563
6,0.2,0.2,1.49640419501007,1.78210218493798,0.4,1.41410770629294,1.41410770629294,1.3078738801857,1.30731803996637
6,0.3,0.2,1.4361382778362,1.6049372811404,0.4,1.41405094365294,1.41405094365294,1.30335092118624,1.30147265277756
6,0.1,0.4,1.30055119219978,2.67810700956793,0.4,1.17961385227959,1.17961385227959,1.06233220412973,1.06233220412973
6,0.2,0.4,1.20840670483922,2.11725289889282,0.4,1.15740585519575,1.15740585519575,1.04302811388791,1.04130898647367
6,0.3,0.4,1.13359538365954,1.71937856775739,0.4,1.14245304255804,1.14245304255804,1.02841577667712,1.02260065346126
6,0.1,0.6,0.793172515167624,3.25389839085821,0.4,0.969419908928805,0.969419908928805,0.792831961142613,0.792831961142613
6,0.2,0.6,0.961844102446647,2.3982645398119,0.4,0.9361078644569,0.9361078644569,0.763842514050614,0.761261538033477
6,0.3,0.6,0.888653986455588,1.79015748014687,0.4,0.913678605690117,0.913678605690117,0.741893967871857,0.733164339458552
6,0.1,0.8,0.522860877689287,3.84871519881717,0.4,0.759225385221385,0.759225385221385,0.522852484653442,0.522852484653442
6,0.2,0.8,0.484588918238396,2.68900033139968,0.4,0.714809260758196,0.714809260758196,0.484161312535276,0.480717228201707
6,0.3,0.8,0.598792544080041,1.86345950426803,0.4,0.684903529290321,0.684903529290321,0.454864589520732,0.443214133384122
6,0.1,1,0.252323464564099,4.48532992529524,0.4,0.549030276218804,0.549030276218804,0.252310469183894,0.252310469183894
6,0.2,1,0.203899387982946,3.00318111880947,0.4,0.493510038883664,0.493510038883664,0.203894034181811,0.199585149651375
6,0.3,1,0.152660132002471,1.94601410765002,0.4,0.456127807916552,0.456127807916552,0.167229620345099,0.152651306112236
6,0.1,0.2,3.22453802396639,3.62616725240707,0.6,3.21860648738014,3.21860648738014,2.92532994358553,2.92532994358553
6,0.2,0.2,3.13574283381451,3.39896010178987,0.6,3.21838600555139,3.21838600555139,2.91738454326746,2.91684680303997
6,0.3,0.2,3.05902581550211,3.23670967200672,0.6,3.22192290910235,3.22192290910235,2.91932002729057,2.91752623140294
6,0.1,0.4,2.64672350017791,3.86952429572021,0.6,2.61765399701246,2.61765399701246,2.27641388171324,2.27641388171324
6,0.2,0.4,2.54940869767943,3.3576598012489,0.6,2.59656106328905,2.59656106328905,2.25814156150348,2.25647336525969
6,0.3,0.4,2.47472068261119,2.99993761715402,0.6,2.58673125632852,2.58673125632852,2.24737372765485,2.24178874628163
6,0.1,0.6,2.02466769154105,4.05644911088211,0.6,2.12647990115604,2.12647990115604,1.60831066057719,1.60831066057719
6,0.2,0.6,1.95989621338212,3.25279728236731,0.6,2.0948404740174,2.0948404740174,1.58074671607222,1.57824380258881
6,0.3,0.6,1.85046455375376,2.6902012617079,0.6,2.08009574926959,2.08009574926959,1.56444463086272,1.55605140294775
6,0.1,0.8,0.938073607335717,4.24944896661122,0.6,1.63530507509711,1.63530507509711,0.935592305947437,0.935592305947437
6,0.2,0.8,1.28077305711583,3.13626829415551,0.6,1.59311913682565,1.59311913682565,0.898702423875776,0.895356214706161
6,0.3,0.8,1.17687140885376,2.35354120477236,0.6,1.57345948474432,1.57345948474432,0.87687246482526,0.86563260483415
6,0.1,1,0.25671610280927,4.4786152210333,0.6,1.14412951439003,1.14412951439003,0.256682135237255,0.256682135237255
6,0.2,1,0.210351312777833,3.00536932258574,0.6,1.09139704716029,1.09139704716029,0.210368477665103,0.206151348240847
6,0.3,1,0.169878094511421,1.96461806310296,0.6,1.06682245814111,1.06682245814111,0.182944263415177,0.168809684821906
6,0.1,0.2,5.64948067678845,6.00194461802664,0.8,5.86427664581505,5.86427664581505,5.20990543278696,5.20990543278696
6,0.2,0.2,5.56217528899281,5.80455190838912,0.8,5.86103632892614,5.86103632892614,5.20627363332129,5.20577154335977
6,0.3,0.2,5.49571221901176,5.66993584788665,0.8,5.86294396881443,5.86294396881443,5.21822510080331,5.2165634446261
6,0.1,0.4,4.82890771854634,5.79435209226823,0.8,4.83797332227822,4.83797332227822,4.03035384033305,4.01168884729853
6,0.2,0.4,4.72609118813345,5.36793259050418,0.8,4.81773682289109,4.81773682289109,4.01511506414079,4.01353423828445
6,0.3,0.4,4.65504313920642,5.07672777848969,0.8,4.81336840123239,4.81336840123239,4.01138183728778,4.00612316286051
6,0.1,0.6,3.78618985827605,5.48846470819902,0.8,4.05695995931443,4.05695995931443,2.81348415482411,2.81348415482411
6,0.2,0.6,3.67434225719713,4.79343832013957,0.8,4.02660520992377,4.02660520992377,2.79008520715799,2.78769468213894
6,0.3,0.6,3.56682361098923,4.31739848624144,0.8,4.02005257736479,4.02005257736479,2.78392318909825,2.77599454721813
6,0.1,0.8,1.5862913592135,5.13325630822077,0.8,3.27594658028045,3.27594658028045,1.57239670068001,1.57239670068001
6,0.2,0.8,2.36699208788979,4.13200709078639,0.8,3.23547358067961,3.23547358067961,1.5408714896882,1.53766345951513
6,0.3,0.8,2.36755673275541,3.4380033643551,0.8,3.22673673717305,3.22673673717305,1.53253910282714,1.52189208117557
6,0.1,1,0.293758573838643,4.63992373353221,0.8,2.49493318516502,2.49493318516502,0.293586067934358,0.293586067934358
6,0.2,1,0.253624586174878,3.2056505334418,0.8,2.44434193514718,2.44434193514718,0.253647795591957,0.249571890388378
6,0.3,1,0.236882235449354,2.20318423484039,0.8,2.43342088064573,2.43342088064573,0.243043715674436,0.229388270912004
6,0.1,0.2,8.2309001805316,9.31856060022521,1,8.77440161002066,8.77440161002066,8.2309001805316,8.16995657498346
6,0.2,0.2,8.23421717171043,9.1726926037722,1,8.804300013932,8.804300013932,8.23361817144851,8.21433086326158
6,0.3,0.2,8.27251075463621,9.0794674637874,1,8.84299058836406,8.84299058836406,8.25848707827717,8.25700675339751
6,0.1,0.4,7.90345858573552,8.77307936561922,1,7.02249246494861,7.02249246494861,6.44645391285293,6.22386251219389
6,0.2,0.4,7.81462691843317,8.46694937484075,1,7.03412484718787,7.03412484718787,6.43634635038075,6.240962745616
6,0.3,0.4,7.7609843033705,8.26554038679336,1,7.07061531690803,7.07061531690803,6.44257533882642,6.26710226839158
6,0.1,0.6,6.83648078026885,8.10848863187233,1,5.53359527273501,5.53359527273501,4.55595892844402,4.31712594058538
6,0.2,0.6,6.74654608468422,7.60020354471643,1,5.55104479673449,5.55104479673449,4.53940506552484,4.34258603193996
6,0.3,0.6,6.68373835864159,7.26297513326771,1,5.60578256305532,5.60578256305532,4.5472462575934,4.3816471985775
6,0.1,0.8,4.89409459312818,7.17901759424665,1,4.04460190586847,4.04460190586847,2.57451189135669,2.39732838281976
6,0.2,0.8,5.13763096800457,6.39866583415597,1,4.06786920883522,4.06786920883522,2.55191533878418,2.43131626162873
6,0.3,0.8,5.03817867553359,5.86633873746703,1,4.14085565414461,4.14085565414461,2.56260333889287,2.48355222840441
6,0.1,1,0.424905864386453,5.56479645251792,1,2.55550850460813,2.55550850460813,0.423653069373621,0.423653069373621
6,0.2,1,0.426797036180177,4.26879993029608,1,2.58459424945199,2.58459424945199,0.394378862521878,0.390576465267843
6,0.3,1,1.12597834793905,3.37524856039211,1,2.67583081179074,2.67583081179074,0.408164387545716,0.395624600543663
7,0.1,0.2,9.16338791875909,9.62240328246369,-1,8.8342370635514,8.8342370635514,8.22549261205823,8.15582590088997
7,0.2,0.2,9.06754465022673,9.50797484362182,-1,8.87395360925437,8.87395360925437,8.23088097443868,8.19752652431325
7,0.3,0.2,9.01220956153324,9.43202935484692,-1,8.92218991987517,8.92218991987517,8.25980843782341,8.24879674485233
7,0.1,0.4,8.13062906910633,9.26228659948599,-1,8.18408674429024,8.18408674429024,6.43222919039117,6.21401469181403
7,0.2,0.4,8.04548485507684,9.04926431119781,-1,8.18031349304656,8.18031349304656,6.42919718541841,6.22550945250882
7,0.3,0.4,7.99186675682706,8.90680533031815,-1,8.18467077207058,8.18467077207058,6.44729140270325,6.240399221531
7,0.1,0.6,7.97051338250956,8.85149501567303,-1,7.27186940392011,7.27186940392011,4.52892296144662,4.29774671684616
7,0.2,0.6,7.91228062476146,8.53176028679833,-1,7.26615994370843,7.26615994370843,4.5236604869446,4.3147988496081
7,0.3,0.6,7.87725184473764,8.31569522293178,-1,7.27266826389685,7.27266826389685,4.55046649255075,4.33693714530161
7,0.1,0.8,3.88426167527289,8.11961616038369,-1,6.35629946120409,6.35629946120409,2.53493319952731,2.36468151235964
7,0.2,0.8,6.82486233314146,7.6036487699341,-1,6.34874661885464,6.34874661885464,2.52887569579954,2.38749996740758
7,0.3,0.8,6.72649886624192,7.2534334244444,-1,6.35751531398082,6.35751531398082,2.56658932027496,2.41719465764103
7,0.1,1,0.3964384446456,5.51384651583608,-1,5.43665843610828,5.43665843610828,0.37994580321872,0.37994580321872
7,0.2,1,0.530581944311906,4.32306442299996,-1,5.42730150674978,5.42730150674978,0.374036072984613,0.366107251715042
7,0.3,1,0.6685645118682,3.53104177226389,-1,5.43839072817578,5.43839072817578,0.424581241996769,0.370677312814315
7,0.1,0.2,5.7513348339126,6.1618554267548,-0.8,5.92966094193615,5.92966094193615,5.20639857716025,5.20639857716025
7,0.2,0.2,5.6341833756024,5.96839883166702,-0.8,5.94940221585533,5.94940221585533,5.20521520530944,5.20460717940591
7,0.3,0.2,5.56201778475869,5.83295051744288,-0.8,5.9720380383962,5.9720380383962,5.22092084001889,5.21619357778765
7,0.1,0.4,4.80463534092656,5.94372790159599,-0.8,5.99862262865731,5.99862262865731,4.02169513776011,3.99488031809579
7,0.2,0.4,4.71763754690291,5.5790203628808,-0.8,5.9777049615691,5.9777049615691,4.01261657644503,3.99768110501217
7,0.3,0.4,4.6557786977232,5.32658495236679,-0.8,5.9570056728686,5.9570056728686,4.01954785164223,3.99841890394029
7,0.1,0.6,4.38117672792941,5.67365990024643,-0.8,5.79791669158939,5.79791669158939,2.7996662533612,2.78810237554101
7,0.2,0.6,4.244748562466,5.09883828741482,-0.8,5.76652842735936,5.76652842735936,2.78576154095823,2.78266752133719
7,0.3,0.6,4.1449855679856,4.70096827957479,-0.8,5.73546679348376,5.73546679348376,2.79601288252061,2.77302723402878
7,0.1,0.8,1.83390793258952,5.33450720868401,-0.8,5.59716091719947,5.59716091719947,1.55388882949471,1.55388882949471
7,0.2,0.8,2.25230293117135,4.48511403546056,-0.8,5.55529912076575,5.55529912076575,1.53555649943971,1.5312353473382
7,0.3,0.8,3.00312530293165,3.89609247831962,-0.8,5.51387172485949,5.51387172485949,1.54973672469727,1.51847386268745
7,0.1,1,0.273236525632057,4.67298030577032,-0.8,5.39636964452445,5.39636964452445,0.271413062563325,0.271413062563325
7,0.2,1,0.246708913845334,3.29419700712186,-0.8,5.34402807842444,5.34402807842444,0.248820210704763,0.241866351509452
7,0.3,1,0.256098066542553,2.34076280314662,-0.8,5.2922280425784,5.2922280425784,0.267342311242968,0.223857067795954
7,0.1,0.2,3.31043760452991,3.73359300438034,-0.6,3.67464745069047,3.67464745069047,2.92247909755201,2.92247909755201
7,0.2,0.2,3.18424923591718,3.49324460081535,-0.6,3.67646720829097,3.67646720829097,2.91657312476299,2.91603207349042
7,0.3,0.2,3.10009245846991,3.31808884355845,-0.6,3.65949764498004,3.65949764498004,2.92164340928424,2.91705608719783
7,0.1,0.4,2.83850807865057,3.8704104563722,-0.6,4.30721580053769,4.30721580053769,2.26908548543854,2.26908548543854
7,0.2,0.4,2.72703101313214,3.40528936887605,-0.6,4.27062904747095,4.27062904747095,2.25569886944239,2.2540753700234
7,0.3,0.4,2.64019711050191,3.07692610362054,-0.6,4.17332978037969,4.17332978037969,2.25357882914676,2.23933796679906
7,0.1,0.6,1.92397665095956,4.03254321596841,-0.6,4.66088530004208,4.66088530004208,1.59722844172658,1.59722844172658
7,0.2,0.6,2.17202843744421,3.29896984016926,-0.6,4.60600293300633,4.60600293300633,1.57708122996834,1.57466783433151
7,0.3,0.6,2.05334665897503,2.78217208958697,-0.6,4.46005126050923,4.46005126050923,1.57387922663044,1.5524913254398
7,0.1,0.8,0.921317813411838,4.22693754812101,-0.6,5.01459613641308,5.01459613641308,0.920883376121341,0.920883376121341
7,0.2,0.8,1.02131488460096,3.18751406329775,-0.6,4.94141665395176,4.94141665395176,0.894032122987239,0.890587331965049
7,0.3,0.8,1.17296683743851,2.45480755943921,-0.6,4.74681071596052,4.74681071596052,0.88984629349705,0.860847511044139
7,0.1,1,0.238465483949871,4.49128503338466,-0.6,5.36835023104926,5.36835023104926,0.238465483949871,0.238465483949871
7,0.2,1,0.203884151688892,3.0389160669312,-0.6,5.27687206191585,5.27687206191585,0.204918295511886,0.199961937114055
7,0.3,1,0.175456300535324,2.01443596147946,-0.6,5.03360991188255,5.03360991188255,0.199806614098887,0.161563156120751
7,0.1,0.2,1.6643648315158,2.12585320776137,-0.4,1.42510603999233,1.42510603999233,1.31486765744066,1.31486765744066
7,0.2,0.2,1.5388383853359,1.86269364220256,-0.4,1.4265111296246,1.4265111296246,1.30634040528352,1.30583583614449
7,0.3,0.2,1.44976103611349,1.66466260488725,-0.4,1.42977089401061,1.42977089401061,1.30407857442764,1.29988835204378
7,0.1,0.4,1.38807028871138,2.63572767450839,-0.4,1.13187813608971,1.13187813608971,1.05466168398987,1.05466168398987
7,0.2,0.4,1.28365091071379,2.10388514800481,-0.4,1.12857400470757,1.12857400470757,1.03873709581944,1.03718053750238
7,0.3,0.4,1.19832363492599,1.72351811199547,-0.4,1.13092962897459,1.13092962897459,1.03021381572903,1.01725783327934
7,0.1,0.6,0.840381203660703,3.2026961726109,-0.4,0.897817364439035,0.897817364439035,0.781322993127789,0.781322993127789
7,0.2,0.6,0.899191300443825,2.38183404021705,-0.4,0.892861162128561,0.892861162128561,0.757422866961714,0.755071325285593
7,0.3,0.6,0.966116046480535,1.79610728644572,-0.4,0.896394586276977,0.896394586276977,0.744633600462161,0.725157800772949
7,0.1,0.8,0.507588995277284,3.81273103330329,-0.4,0.663756699694695,0.663756699694695,0.507522434058447,0.507522434058447
7,0.2,0.8,0.514082780464644,2.68327947113868,-0.4,0.657148422958717,0.657148422958717,0.475645540267548,0.472475003608558
7,0.3,0.8,0.479566980227178,1.87699713826615,-0.4,0.661859638818151,0.661859638818151,0.458594970018039,0.432544827192768
7,0.1,1,0.233171442485427,4.50820118935442,-0.4,0.429696142057934,0.429696142057934,0.233171442485427,0.233171442485427
7,0.2,1,0.19313951048233,3.02999717710735,-0.4,0.421435787389146,0.421435787389146,0.19331168426128,0.189292600616035
7,0.3,1,0.158265379496927,1.97351534590056,-0.4,0.427324786774236,0.427324786774236,0.172000892296537,0.139317866198792
7,0.1,0.2,0.893809870751693,1.22088423149905,-0.2,0.398950635320602,0.398950635320602,0.356560847485654,0.356560847485654
7,0.2,0.2,0.734264510610454,0.953224387666309,-0.2,0.394680180331958,0.394680180331958,0.347634201092298,0.34713836924551
7,0.3,0.2,0.598209656168143,0.746547937683597,-0.2,0.391564437203633,0.391564437203633,0.341685955538375,0.337901466768636
7,0.1,0.4,0.403556788872284,1.99123321730628,-0.2,0.36744949158064,0.36744949158064,0.334459360181318,0.334459360181318
7,0.2,0.4,0.52472184513652,1.42621913357911,-0.2,0.357717580655717,0.357717580655717,0.317599911178464,0.316066804006767
7,0.3,0.4,0.444385097358014,1.0191585984026,-0.2,0.351501511095515,0.351501511095515,0.305354639579206,0.293655817544684
7,0.1,0.6,0.301689187027785,2.82111124187293,-0.2,0.351174236269727,0.351174236269727,0.301679929043409,0.301679929043409
7,0.2,0.6,0.313503057522299,1.96213566373071,-0.2,0.336576369628563,0.336576369628563,0.276388594907891,0.274088224682204
7,0.3,0.6,0.290297972514265,1.34327092969016,-0.2,0.327252265127633,0.327252265127633,0.258019308068768,0.240467028875899
7,0.1,0.8,0.268910930669527,3.6765160398947,-0.2,0.334898980224565,0.334898980224565,0.268894289061271,0.268894289061271
7,0.2,0.8,0.235170914301208,2.51551300479814,-0.2,0.315435157697949,0.315435157697949,0.235169651378359,0.23210154726266
7,0.3,0.8,0.200089303002067,1.6785702789134,-0.2,0.303003018149194,0.303003018149194,0.210675449956931,0.187266954065661
7,0.1,1,0.236101990622004,4.57594541302221,-0.2,0.318623723444478,0.318623723444478,0.236101990622004,0.236101990622004
7,0.2,1,0.193942499616452,3.09854650843827,-0.2,0.294293944863047,0.294293944863047,0.193942499652386,0.190106150015758
7,0.3,1,0.150083227256115,2.03276295770695,-0.2,0.278753770159269,0.278753770159269,0.163322397607999,0.134054689146233
7,0.1,0.2,0.621548065269613,0.964488669744074,0,0.056508548390195,0.056508548390195,0.040090196438247,0.040090196438247
7,0.2,0.2,0.479145957621466,0.705994727879228,0,0.045876990614209,0.045876990614209,0.032956111361551,0.032462029185724
7,0.3,0.2,0.348588876055575,0.502457472733517,0,0.036517669880216,0.036517669880216,0.027004778156414,0.023622227771887
7,0.1,0.4,0.096497767552818,1.82786698994348,0,0.147230879266202,0.147230879266202,0.096497767552818,0.096497767552818
7,0.2,0.4,0.080199941784594,1.25435276554418,0,0.120126364242502,0.120126364242502,0.080199941784594,0.078673044849012
7,0.3,0.4,0.061640427159959,0.838218409548571,0,0.096276820187758,0.096276820187758,0.066881041890314,0.056428052349355
7,0.1,0.6,0.144747062194046,2.75683691700377,0,0.220846740661152,0.220846740661152,0.144747062194046,0.144747062194046
7,0.2,0.6,0.120300261639086,1.8918549174562,0,0.180189908582457,0.180189908582457,0.120300261639086,0.118009909257551
7,0.3,0.6,0.092460915597188,1.26422121468728,0,0.144415543495396,0.144415543495396,0.100321861709474,0.084642321914507
7,0.1,0.8,0.192996631205231,3.69658611652197,0,0.294462883702858,0.294462883702858,0.192996631205231,0.192996631205231
7,0.2,0.8,0.160400814525753,2.53730080897006,0,0.240253694806994,0.240253694806994,0.160400814525753,0.157347002038341
7,0.3,0.8,0.123281587590982,1.69588936266763,0,0.192554475962718,0.192554475962718,0.133762881112543,0.112856754012642
7,0.1,1,0.241246477829335,4.65206643555571,0,0.368079311720226,0.368079311720226,0.241246477829335,0.241246477829335
7,0.2,1,0.200501603198923,3.19394538470438,0,0.300317725774989,0.300317725774989,0.200501603198923,0.196684325890629
7,0.3,1,0.154102445305412,2.13529951254536,0,0.240693620061751,0.240693620061751,0.167204102458462,0.141071350564945
7,0.1,0.2,0.433035599185048,1.3360316472914,0.2,0.381062014057496,0.381062014057496,0.364357029111788,0.364357029111788
7,0.2,0.2,0.398584547415037,1.09764845467783,0.2,0.375219462052344,0.375219462052344,0.361182182844047,0.360690190816737
7,0.3,0.2,0.371357894162747,0.907682471282116,0.2,0.370872614103322,0.370872614103322,0.358901655304161,0.348218393748922
7,0.1,0.4,0.386192144174182,2.11991517177998,0.2,0.390652655737667,0.390652655737667,0.339034366469233,0.339034366469233
7,0.2,0.4,0.359136611506195,1.55327803098277,0.2,0.368127366603797,0.368127366603797,0.32475091792938,0.323230415490198
7,0.3,0.4,0.320588886173423,1.14067592952682,0.2,0.349975862180199,0.349975862180199,0.312982396908169,0.303364513088428
7,0.1,0.6,0.332031531152444,2.98393412320678,0.2,0.385978987082177,0.385978987082177,0.30855151994442,0.30855151994442
7,0.2,0.6,0.301666701555716,2.13265410876386,0.2,0.352191040050606,0.352191040050606,0.287126337478985,0.284845582900797
7,0.3,0.6,0.280788407238954,1.51265514458245,0.2,0.324963772444138,0.324963772444138,0.269473547956954,0.254989271437729
7,0.1,0.8,0.309329829356044,3.85057979618202,0.2,0.38130532074522,0.38130532074522,0.27806865355928,0.27806865355928
7,0.2,0.8,0.268828551032464,2.71378133476366,0.2,0.336254706923314,0.336254706923314,0.249501730723465,0.246460723392636
7,0.3,0.8,0.224622998735901,1.88569879849434,0.2,0.299951668815436,0.299951668815436,0.225964667367264,0.206572262369265
7,0.1,1,0.24758576722055,4.72084094994741,0.2,0.37663165673687,0.37663165673687,0.24758576722055,0.24758576722055
7,0.2,1,0.211877097543227,3.29733779363213,0.2,0.320318367193325,0.320318367193325,0.211877097538269,0.208075836838218
7,0.3,1,0.18067617999815,2.26021714262448,0.2,0.274939551233673,0.274939551233673,0.182455754988489,0.158109240312669
7,0.1,0.2,1.38761479687555,1.8424099684072,0.4,1.56350839676887,1.56350839676887,1.32941866028315,1.32941866028315
7,0.2,0.2,1.34870426794517,1.67101614740157,0.4,1.55103953738356,1.55103953738356,1.3323662225098,1.3181575609256
7,0.3,0.2,1.319903578444,1.54376217242127,0.4,1.54072049233332,1.54072049233332,1.33743123079746,1.3022489840293
7,0.1,0.4,1.10813984900678,2.58582707086967,0.4,1.44366696084311,1.44366696084311,1.06216209709288,1.06216209709288
7,0.2,0.4,1.07624689931828,2.10574578667778,0.4,1.41010335981874,1.41010335981874,1.05134071982012,1.04876909572983
7,0.3,0.4,1.04560526510446,1.75044542772297,0.4,1.3831514089219,1.3831514089219,1.04374641230711,1.02042336421219
7,0.1,0.6,0.810957287956567,3.0859839358718,0.4,1.3655004377074,1.3655004377074,0.793192605063905,0.793192605063905
7,0.2,0.6,0.811222483829973,2.36227546575264,0.4,1.31515503598292,1.31515503598292,0.776958722650961,0.771625886481551
7,0.3,0.6,0.765222566533081,1.82683568701064,0.4,1.27472710951112,1.27472710951112,0.765565885379937,0.729045564624044
7,0.1,0.8,0.544041250396365,3.59039961240785,0.4,1.28733391219998,1.28733391219998,0.524189024825468,0.524189024825468
7,0.2,0.8,0.49819477151969,2.62081313688894,0.4,1.2202067096501,1.2202067096501,0.502541412564385,0.493369822867648
7,0.3,0.8,0.482627073277117,1.90357725688461,0.4,1.16630280751899,1.16630280751899,0.487349118058349,0.436524610321394
7,0.1,1,0.255149304298005,4.10211709884443,0.4,1.20916738431951,1.20916738431951,0.255149300289731,0.255149300289731
7,0.2,1,0.219756842680374,2.88297189672337,0.4,1.12525838081888,1.12525838081888,0.228086658263531,0.213719738321761
